gray_value,original_count,equalized_count
0,0.496338,0.000000
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.000000,0.000000
9,0.000000,0.000000
10,0.000000,0.000000
11,0.000000,0.000000
12,0.000000,0.000000
13,0.000000,0.000000
14,0.000000,0.000000
15,0.000361,0.000000
16,0.000605,0.000000
17,0.000000,0.000000
18,0.000000,0.000000
19,0.000000,0.000000
20,0.000000,0.000000
21,0.000566,0.000000
22,0.000524,0.000000
23,0.000000,0.000000
24,0.000000,0.000000
25,0.000000,0.000000
26,0.000000,0.000000
27,0.000000,0.000000
28,0.000352,0.000000
29,0.001159,0.000000
30,0.000000,0.000000
31,0.000059,0.000000
32,0.000000,0.000000
33,0.000000,0.000000
34,0.000000,0.000000
35,0.000000,0.000000
36,0.000000,0.000000
37,0.000000,0.000000
38,0.000010,0.000000
39,0.000052,0.000000
40,0.000000,0.000000
41,0.004528,0.000000
42,0.029076,0.000000
43,0.041494,0.000000
44,0.000000,0.000000
45,0.041650,0.000000
46,0.000000,0.000000
47,0.042350,0.000000
48,0.039124,0.000000
49,0.033714,0.000000
50,0.020010,0.000000
51,0.015918,0.000000
52,0.000000,0.000000
53,0.015589,0.000000
54,0.007259,0.000000
55,0.003483,0.000000
56,0.003799,0.000000
57,0.004307,0.000000
58,0.000000,0.000000
59,0.003356,0.000000
60,0.002581,0.000000
61,0.003053,0.000000
62,0.003158,0.000000
63,0.002656,0.000000
64,0.000000,0.000000
65,0.002191,0.000000
66,0.002480,0.000000
67,0.002702,0.000000
68,0.002549,0.000000
69,0.002555,0.000000
70,0.000000,0.000000
71,0.002217,0.000000
72,0.001771,0.000000
73,0.001204,0.000000
74,0.001390,0.000000
75,0.001406,0.000000
76,0.001286,0.000000
77,0.000000,0.000000
78,0.000003,0.000000
79,0.001071,0.000000
80,0.000000,0.000000
81,0.001117,0.000000
82,0.000000,0.000000
83,0.000817,0.000000
84,0.000000,0.000000
85,0.000000,0.000000
86,0.000768,0.000000
87,0.000000,0.000000
88,0.001494,0.000000
89,0.000000,0.000000
90,0.000723,0.000000
91,0.000000,0.000000
92,0.000417,0.000000
93,0.000635,0.000000
94,0.000000,0.000000
95,0.000716,0.000000
96,0.000000,0.000000
97,0.000788,0.000000
98,0.000000,0.000000
99,0.000000,0.000000
100,0.000791,0.000000
101,0.000000,0.000000
102,0.000602,0.000000
103,0.000000,0.000000
104,0.001702,0.000000
105,0.000000,0.000000
106,0.000000,0.000000
107,0.000833,0.000000
108,0.000000,0.000000
109,0.000599,0.000000
110,0.000000,0.000000
111,0.000537,0.000000
112,0.000000,0.000000
113,0.000000,0.000000
114,0.000755,0.000000
115,0.000000,0.000000
116,0.000576,0.000000
117,0.000000,0.000000
118,0.000000,0.000000
119,0.000895,0.000000
120,0.000000,0.000000
121,0.000667,0.000000
122,0.000000,0.000000
123,0.000583,0.000000
124,0.000000,0.000000
125,0.000000,0.000000
126,0.000488,0.000000
127,0.000000,0.499974
128,0.001523,0.000052
129,0.000000,0.004528
130,0.000824,0.000000
131,0.000000,0.000000
132,0.000000,0.000000
133,0.000651,0.000000
134,0.000000,0.000000
135,0.000592,0.000000
136,0.000000,0.029076
137,0.001663,0.000000
138,0.000000,0.000000
139,0.000000,0.000000
140,0.000527,0.000000
141,0.000000,0.000000
142,0.000537,0.000000
143,0.000000,0.000000
144,0.001615,0.000000
145,0.000000,0.000000
146,0.000000,0.000000
147,0.000527,0.041494
148,0.000000,0.000000
149,0.000472,0.000000
150,0.000000,0.000000
151,0.001377,0.000000
152,0.000000,0.000000
153,0.000000,0.000000
154,0.000462,0.000000
155,0.000000,0.000000
156,0.000352,0.000000
157,0.000000,0.041650
158,0.001289,0.000000
159,0.000000,0.000000
160,0.000000,0.000000
161,0.000465,0.000000
162,0.000000,0.000000
163,0.000596,0.000000
164,0.000000,0.000000
165,0.001615,0.000000
166,0.000000,0.000000
167,0.000000,0.000000
168,0.000521,0.042350
169,0.000000,0.000000
170,0.001423,0.000000
171,0.000000,0.000000
172,0.000000,0.000000
173,0.000589,0.000000
174,0.000000,0.000000
175,0.000557,0.000000
176,0.000000,0.000000
177,0.001204,0.000000
178,0.000000,0.039124
179,0.000000,0.000000
180,0.000723,0.000000
181,0.000133,0.000000
182,0.001117,0.000000
183,0.000143,0.000000
184,0.000957,0.000000
185,0.000098,0.000000
186,0.000384,0.000000
187,0.003275,0.033714
188,0.001820,0.000000
189,0.002992,0.000000
190,0.020413,0.000000
191,0.004661,0.000000
192,0.001507,0.020010
193,0.004264,0.000000
194,0.002813,0.000000
195,0.001667,0.000000
196,0.004925,0.015918
197,0.002106,0.000000
198,0.004414,0.000000
199,0.002861,0.000000
200,0.001458,0.015589
201,0.004593,0.000000
202,0.001328,0.007259
203,0.002695,0.007282
204,0.004368,0.000000
205,0.001901,0.007663
206,0.001644,0.002581
207,0.002813,0.003053
208,0.002396,0.005814
209,0.001921,0.002191
210,0.004551,0.005182
211,0.001471,0.002549
212,0.002370,0.004772
213,0.002650,0.004365
214,0.000521,0.004883
215,0.003141,0.003802
216,0.002585,0.003949
217,0.001657,0.003672
218,0.003438,0.003965
219,0.002881,0.003590
220,0.001032,0.004342
221,0.002266,0.003190
222,0.002884,0.004486
223,0.001214,0.003773
224,0.002523,0.003555
225,0.000977,0.003275
226,0.001608,0.004811
227,0.000000,0.000000
228,0.000000,0.000000
229,0.000000,0.000000
230,0.000000,0.000000
231,0.000000,0.000000
232,0.000000,0.020413
233,0.000000,0.006169
234,0.000000,0.004264
235,0.000000,0.004479
236,0.000000,0.000000
237,0.000000,0.007031
238,0.000000,0.004414
239,0.000000,0.004320
240,0.000000,0.000000
241,0.000000,0.005921
242,0.000000,0.002695
243,0.000000,0.006270
244,0.000000,0.004456
245,0.000000,0.004316
246,0.000000,0.000000
247,0.000000,0.006022
248,0.000000,0.005540
249,0.000000,0.003141
250,0.000000,0.004242
251,0.000000,0.003438
252,0.000000,0.003913
253,0.000000,0.005150
254,0.000000,0.003737
255,0.000000,0.002585
