gray_value,original_count,equalized_count
0,0.230609,0.000000
1,0.000000,0.000000
2,0.000000,0.000000
3,0.000000,0.000000
4,0.000000,0.000000
5,0.000000,0.000000
6,0.000000,0.000000
7,0.000000,0.000000
8,0.000000,0.000000
9,0.000000,0.000000
10,0.000000,0.000000
11,0.000000,0.000000
12,0.000000,0.000000
13,0.000000,0.000000
14,0.000000,0.000000
15,0.000202,0.000000
16,0.003372,0.000000
17,0.005824,0.000000
18,0.005547,0.000000
19,0.008597,0.000000
20,0.008070,0.000000
21,0.011296,0.000000
22,0.006794,0.000000
23,0.006947,0.000000
24,0.008607,0.000000
25,0.006966,0.000000
26,0.011022,0.000000
27,0.007972,0.000000
28,0.008366,0.000000
29,0.008926,0.000000
30,0.000000,0.000000
31,0.004030,0.000000
32,0.000000,0.000000
33,0.000000,0.000000
34,0.003910,0.000000
35,0.000000,0.000000
36,0.004229,0.000000
37,0.000000,0.000000
38,0.004548,0.000000
39,0.000000,0.000000
40,0.000000,0.000000
41,0.004824,0.000000
42,0.000000,0.000000
43,0.004580,0.000000
44,0.000000,0.000000
45,0.000000,0.000000
46,0.004105,0.000000
47,0.000000,0.000000
48,0.003255,0.000000
49,0.000000,0.000000
50,0.003187,0.000000
51,0.000000,0.000000
52,0.000000,0.000000
53,0.001377,0.000000
54,0.000000,0.000000
55,0.003623,0.000000
56,0.000173,0.000000
57,0.006230,0.000000
58,0.000000,0.000000
59,0.000000,0.230811
60,0.019837,0.003372
61,0.027240,0.005824
62,0.003447,0.000000
63,0.013470,0.005547
64,0.001865,0.000000
65,0.000000,0.008597
66,0.009189,0.000000
67,0.013496,0.008070
68,0.000000,0.000000
69,0.015130,0.000000
70,0.000000,0.011296
71,0.012969,0.006794
72,0.000000,0.000000
73,0.005199,0.006947
74,0.009648,0.000000
75,0.000000,0.008607
76,0.011676,0.000000
77,0.000000,0.006966
78,0.004541,0.000000
79,0.005140,0.000000
80,0.000000,0.011022
81,0.002399,0.000000
82,0.000000,0.007972
83,0.010710,0.000000
84,0.000000,0.008366
85,0.005020,0.000000
86,0.006058,0.008926
87,0.000000,0.000000
88,0.002679,0.007939
89,0.000000,0.000000
90,0.012018,0.004229
91,0.000000,0.004548
92,0.004782,0.004824
93,0.005306,0.004580
94,0.000000,0.004105
95,0.006608,0.003255
96,0.000000,0.004564
97,0.004873,0.003796
98,0.000000,0.000000
99,0.000000,0.006230
100,0.011419,0.000000
101,0.000000,0.000000
102,0.009997,0.000000
103,0.000000,0.000000
104,0.004889,0.019837
105,0.000000,0.000000
106,0.000000,0.000000
107,0.008040,0.000000
108,0.000000,0.000000
109,0.009382,0.000000
110,0.000000,0.000000
111,0.007585,0.027240
112,0.000000,0.003447
113,0.000000,0.000000
114,0.004893,0.000000
115,0.000000,0.013470
116,0.009414,0.001865
117,0.000000,0.000000
118,0.005156,0.009189
119,0.005488,0.000000
120,0.000000,0.000000
121,0.002507,0.013496
122,0.000000,0.000000
123,0.008835,0.000000
124,0.000000,0.000000
125,0.004902,0.015130
126,0.005547,0.000000
127,0.000000,0.000000
128,0.009466,0.012969
129,0.000000,0.000000
130,0.002210,0.005199
131,0.000000,0.000000
132,0.004974,0.009648
133,0.005736,0.000000
134,0.000000,0.000000
135,0.006322,0.011676
136,0.000000,0.004541
137,0.010957,0.000000
138,0.000000,0.007539
139,0.002731,0.000000
140,0.000000,0.000000
141,0.000000,0.010710
142,0.011689,0.005020
143,0.000000,0.000000
144,0.007637,0.006058
145,0.000000,0.002679
146,0.005205,0.000000
